linkDescription,hours
"Business Hour : 7.30am to 11.00am  Rest day : Monday (including 1st & 15th of lunar month) and Sunday
Updated 21/5/2022",7.30am to 11.00am
Business Hour : 6.00am to 3.00pm Rest day : Wednesday (Thursday close if 1st & 15th of lunar month fall on Wednesday) Updated 11/5/2022,6.00am to 3.00pm
"Business Hour : 7.30am to 3.00pm 
Rest day : 2nd & 16th of  lunar month
Updated 21/5/2022",7.30am to 3.00pm
"Business Hour : 11.00am to 2.30pm，6.00pm to 10.30pm Rest day : Thursday
Updated 11/5/2022",11.00am to 2.30pm，6.00pm to 10.30pm
"Business Hour : 6.30am to 11.00am Rest day : Sunday
Updated 12/4/2022",6.30am to 11.00am
Business Hour : 5.30pm to 9.30pm Rest day : Thursday  Updated 26/5/2022,5.30pm to 9.30pm
"Business Hour : 11.30am to 2.30pm, 5.30pm to 9.00pm Rest day : Tuesday
Updated 22/5/2022","11.30am to 2.30pm, 5.30pm to 9.00pm"
"Business Hour : 7.00am to 12.30pm
Rest day : Wednesday ( if 1st & 15th of lunar month fall on Wednesday or Thursday , next day will be their rest day)
Updated 2/4/2022",7.00am to 12.30pm
"Business Hour :  8.00am to 2.45pm
Rest day : uncertain
Updated 24/5/2022",8.00am to 2.45pm
"Business Hour : 5.00pm to 9.30pm
Rest day : Monday to Wednesday
Updated 20/8/2022",5.00pm to 9.30pm
"Business Hour : 7.00am to 12.30pm Rest day : Monday
Updated 22/5/2022",7.00am to 12.30pm
"Business Hour : 4.30pm to 9.00pm ; 1st & 15th of lunar month 10.00am to 2.00pm , 4.30pm to 9.00pm
Rest day : Monday 
Updated 15/5/2022","4.30pm to 9.00pm ; 1st & 15th of lunar month 10.00am to 2.00pm , 4.30pm to 9.00pm"
"Business Hour : 10.00am to 7.00pm
Rest day : Sunday (including 1st & 15th of lunar month)
Updated 19/4/2022",10.00am to 7.00pm
"Business Hour : 11.00am to 2.30pm , 5.00pm to 9.15pm
Rest day : Thursday
Updated 6/4/2022

","11.00am to 2.30pm , 5.00pm to 9.15pm"
"Business Hour : 7.00am to 11.30pm
Rest day : 1st  Monday of every month
Updated 13/3/2022",7.00am to 11.30pm
"Business Hour : 6.30am to 12.00pm
Rest day : Monday
Updated 17/4/2022",6.30am to 12.00pm
"Business Hour : 6.30am to 12.30pm Rest day : Monday
Updated 22/5/2022",6.30am to 12.30pm
Business Hour : 7.00am to 3.00pm Rest day : Wednesday Updated 24/5/2022,7.00am to 3.00pm
"Business Hour : 6.30am to 11.30am ; 1st & 15th of lunar month 5.00am to 11.00am  Rest day : Monday and 2nd & 16th of lunar month 
Updated 22/5/2022",6.30am to 11.30am ; 1st & 15th of lunar month 5.00am to 11.00am
Business Hour : 7.00am to 9.30pm Rest day : Thursday Updated 22/5/2022,7.00am to 9.30pm
"Business Hour : 3.30pm to 10.00pm 
Rest day : Monday (if 1st & 15th of lunar month fall on Monday, next day will be their rest day)
Updated 19/4/2022",3.30pm to 10.00pm
"Business Hour : 5.00pm to 9.30pm ; weekends & Public Holidays 3.00pm to 9.30pm
Rest day : Tuesday
Updated 20/8/2022",5.00pm to 9.30pm ; weekends & Public Holidays 3.00pm to 9.30pm
"Business Hour : 6.00am to 9.00pm
Rest day : Sunday 
Updated 27/5/2022",6.00am to 9.00pm
"Business Hour : 6.30am to 2.00pm ; 4.00pm to 8.30pm
Open daily 
Updated 27/5/2022",6.30am to 2.00pm ; 4.00pm to 8.30pm
"Business Hour : 7.00am to 2.30pm
Rest day : 14th & 15th of the month
Updated 10/7/2022",7.00am to 2.30pm
"Business Hour : 7.00am to 4.30pm  Rest day : uncertain
Updated 28/4/2022",7.00am to 4.30pm
"Business Hour : 9.30am to 6.30pm ; 1st & 15th of lunar month 7.00am to 6.30pm   
Rest day : Sunday (If 1st & 15th of lunar month fall on Monday, next day will be their rest day.)
Updated 24/5/2022",9.30am to 6.30pm ; 1st & 15th of lunar month 7.00am to 6.30pm
"Business Hour : 11.00am to 7.00pm Rest day : Wednesday & Thursday (including 1st & 15th of lunar month) 
Updated 26/5/2022",11.00am to 7.00pm
"Business Hour : 7.00am to 2.00pm 
Rest day : weekends & Public Holidays  
Updated 13/4/2022",7.00am to 2.00pm
"Business Hour : 12.00pm to 8.00pm
Rest day : Tuesday , Wednesday & Thursday (regardless 1st & 15th of lunar month)
Updated 10/4/2022",12.00pm to 8.00pm
"Business Hour : 7.00am to 9.30am 
Rest day : Sunday 
Updated 14/4/2022",7.00am to 9.30am
"Business Hour : 7.30am to 9.00pm 
Open daily
Updated 20/5/2022	",7.30am to 9.00pm
"Business Hour : 7.30am to 2.00pm 
Open daily
Updated 7/8/2022",7.30am to 2.00pm
"Business Hour : 7.30am to 1.30pm 
Rest day : uncertain 
Updated 4/2/2022",7.30am to 1.30pm
"Business Hour: 10.30am to 1.30pm
Rest day: 2nd & 3rd Thursday , Sunday and Public Holidays
Updated 4/2/2022",
"Business Hour : 7.00am to 1.00pm 
Rest day : uncertain
Updated 1/3/2022",7.00am to 1.00pm
"Business Hour : 7.30am to 3.00pm
Rest day : Sunday
Updated 4/5/2022",7.30am to 3.00pm
"Business Hour : Only open on Friday , Saturday & Sunday 3.00pm to 10.00pm 
Updated 23/5/2022",
"Business Hour : 6.30am to 1.30pm 
Rest day : Sunday & Public Holidays 
Updated 9/5/2022",6.30am to 1.30pm
"Business Hour : 7.30am to 9.00pm
Open daily 
Updated 10/4/2022",7.30am to 9.00pm
"Business Hour : 8.00am to 5.00pm 
Rest day : Monday 
Updated 17/4/2022",8.00am to 5.00pm
"Business Hour : 5.00am to 9.30am ; 1st & 15th of lunar month 4.00am to 9.30am 
Rest day : uncertain 
Updated 24/5/2022",5.00am to 9.30am ; 1st & 15th of lunar month 4.00am to 9.30am
"Business Hour : 7.00am to 2.00pm
Rest day : uncertain
Updated 26/6/2022",7.00am to 2.00pm
"Business Hour : 9.00am to 8.00pm ; 1st & 15th of lunar month 9.00am to 3.00pm
Rest day : alternate Sunday  
Updated 25/5/2022",9.00am to 8.00pm ; 1st & 15th of lunar month 9.00am to 3.00pm
"Business Hour: only open Friday to Sunday 7.00am to 1.30pm 
Updated 29/5/2022",
"Business Hour : 7.00am to 4.00pm
Rest day : Monday
Updated 23/7/2022",7.00am to 4.00pm
"Business Hour : 11.15am to 2.00pm 
Rest day: Sunday & Public Holidays
Updated 24/5/2022",11.15am to 2.00pm
"Business Hour : 6.15am to 1.00pm 
Rest day : alternate Monday
Updated 25/5/2022",6.15am to 1.00pm
"Business Hour : 4.30pm to 9.30pm Rest day : Sunday (including 1st & 15th of lunar month)
Updated 24/5/2022",4.30pm to 9.30pm
"Business Hour: 6.30am to 1.30pm 
Rest day: alternate Wednesday
Updated 29/5/2022",
"Business Hour : 6.30am to 1.00pm
Rest day : Thursday
Updated 24/5/2022",6.30am to 1.00pm
"Business Hour : 9.00am to 8.00pm 
Rest day : Sunday 
Updated 29/3/2022	",9.00am to 8.00pm
"Business Hour : 10.00am to 1.30pm , 4.00pm to 8.00pm  
Open daily
Updated 26/5/2022
","10.00am to 1.30pm , 4.00pm to 8.00pm"
"Business Hour : 8.00am to 3.00pm,5.30pm to 9.00pm Rest day : Wednesday 
Updated 24/5/2022","8.00am to 3.00pm,5.30pm to 9.00pm"
"Business Hour : 7.00am to 2.00pm
Rest day : alternate Monday
Updated 23/5/2022",7.00am to 2.00pm
"Business Hour : 6.30am to 1.30pm 
Rest day : uncertain 
Updated 20/5/2022",6.30am to 1.30pm
"Business Hour : 6.00am to 4.00pm 
Rest day ：uncertain
Updated 20/5/2022",6.00am to 4.00pm
"Business Hour : 11.00am to 9.00pm 
Rest day : Monday
Updated 20/5/2022",11.00am to 9.00pm
"Business Hour : 6.00am to 1.00pm 
Open daily 
Updated 24/3/2022",6.00am to 1.00pm
"Business Hour : 6.00am to 10.00am
Rest day : Monday
Updated 25/5/2022",6.00am to 10.00am
"Business Hour:  7.00am to 6.00pm
Rest day : uncertain
Updated 20/5/2022",
"Business Hour : 5.00pm to 10.00pm 
Open daily
Updated 20/5/2022",5.00pm to 10.00pm
"Business Hour : 6.00am to 12.00pm 
Rest day : uncertain (once a month )
Updated 20/5/2022",6.00am to 12.00pm
"Business Hour: 6.30am to 12.30pm 
Rest day: Monday 
Updated 22/5/2022",
"Business Hour : 6.30am to 1.30pm 
Open daily
Updated 22/5/2022",6.30am to 1.30pm
"Business Hour : 6.30am to 3.30pm 
Rest day : Monday
Updated 22/5/2022",6.30am to 3.30pm
"Business Hour : 7.00am to 2.30pm 
Rest day : Sunday ( if 1st & 15th of lunar month fall on Sunday , next day will be their rest day )
Updated 2/4/2022
",7.00am to 2.30pm
"Business Hour : 7.30am to 7.30pm 
Rest day : alternate Thursday
Updated 10/4/2022",7.30am to 7.30pm
"Business Hour : 7.30am to 4.00pm; Saturday 10.00am to 2.30pm
Rest day : Sunday & Public Holidays 
Updated 18/4/2022",7.30am to 4.00pm; Saturday 10.00am to 2.30pm
"Business Hour : 8.30am to 1.30pm
Rest day : alternate Monday
Updated 20/5/2022",8.30am to 1.30pm
"Business Hour : 8.30am to 5.00pm 
Rest day : alternate Tuesday
Updated 18/5/2022


",8.30am to 5.00pm
"Business Hour : 7.30am to 3.00pm 
Rest day : Saturday
Updated 18/5/2022",7.30am to 3.00pm
"Restaurant Hour : 9.30am to 6.00pm
Rest day : Sunday
Updated 24/5/2022",
"Business Hour : 8.00am to 2.00pm , 5.30pm to 8.00pm 
Rest day : alternate Thursday 
Updated 20/5/2022

 ","8.00am to 2.00pm , 5.30pm to 8.00pm"
"Business Hour : 11.30am to 5.30pm  
Rest day : Friday , Saturday & Public Holidays
Updated 3/4/2022	",11.30am to 5.30pm
"Business Hour : 7.00am to 5.00pm  
Rest day : uncertain
Updated 18/5/2022",7.00am to 5.00pm
"Business Hour : 4.00pm to 11.00pm
Rest day : 1st & 15th of lunar month 
Updated 3/8/2022",4.00pm to 11.00pm
"Business Hour : 7.00am to 12.30pm 
Rest day : Thursday
Updated 7/5/2022",7.00am to 12.30pm
"Business Hour : 7.30am to 3.00pm , 5.30pm to 9.00pm 
Rest day : Saturday
Updated 13/4/2022","7.30am to 3.00pm , 5.30pm to 9.00pm"
"Business Hour: 7.00am to 1.00pm 
Rest day : uncertain Updated 5/2/2022",
"Business Hour : 11.00am to 8.00pm 
Rest day : Tuesday (if 1st & 15th of lunar month fall on Tuesday, next day will be their rest day)
Updated 17/4/2022",11.00am to 8.00pm
"Business Hour : 9.00am to 4.00pm
Rest day : Tuesday  
Updated 24/6/2022",9.00am to 4.00pm
"Business Hour : 6.00am to 11.00am  Rest day : alternate Tuesday 
Updated 1/5/2022",6.00am to 11.00am
"Business Hour : 7.45am to 2.00pm
Rest day : Sunday 
Updated 9/4/2022",7.45am to 2.00pm
"Business Hour : 11.00am to 7.00pm 
Rest day : Thursday
Updated 15/4/2022
",11.00am to 7.00pm
"Business Hour : 7.00am to 3.00pm 
Rest day : 2nd & 16th of lunar month 
Updated 19/4/2022",7.00am to 3.00pm
"Business Hour : 7.00am to 3.00pm  
Rest day : Sunday
Updated 19/4/2022",7.00am to 3.00pm
"Business Hour : 9.00am to 3.00pm
Rest day : Sunday
Updated 14/4/2022",9.00am to 3.00pm
"Business Hour : 7.30am to 2.00pm ; Sunday 7.30am to 1.00pm  
Rest day : alternate Tuesday 
Updated 22/4/2022
",7.30am to 2.00pm ; Sunday 7.30am to 1.00pm
"Business Hour ：8.00am to 7.00pm
Rest day : Monday（twice a month）
Updated 19/4/2022",
"Business Hour : 8.00am to 5.00pm ; Vegetarian day 8.00am to 8.00pm 
Rest day : Sunday
Updated 19/4/2022",8.00am to 5.00pm ; Vegetarian day 8.00am to 8.00pm
"Business Hour : 10.00am to 2.30pm , 4.30pm to 9.00pm 
Rest day : Monday 
Updated 24/3/2022","10.00am to 2.30pm , 4.30pm to 9.00pm"
"Business Hour : 7.00am to 2.30pm 
Open daily
Updated 13/4/2022
",7.00am to 2.30pm
"Business Hour : 8.30am to 7.30pm
Rest day : alternate Monday  
Updated 28/5/2022",8.30am to 7.30pm
"Business Hour : 11.00am to 6.30pm 
Rest day : Wednesday 
Updated 21/5/2022",11.00am to 6.30pm
"Business Hour : 6.30am to 10.00am
Rest day : Thursday
Updated 21/5/2022",6.30am to 10.00am
"Business Hour : 7.00am to 2.00pm
Rest day : Tuesday 
Updated 13/4/2022",7.00am to 2.00pm
"Business Hour : 7.00am to 8.30pm
Rest day : alternate Sunday
Updated 10/5/2022



",7.00am to 8.30pm
"Business Hour : 10.00am to 8.30pm
Open daily
Updated 16/8/2022




",10.00am to 8.30pm
"Business Hour: 7.00am to 3.00pm 
Rest day: Sunday
Updated 14/4/2022",
"Business Hour : 11.00am to 3.00pm , 5.30pm to 9.30pm  
Rest day : Saturday
Updated 9/8/2022


","11.00am to 3.00pm , 5.30pm to 9.30pm"
"Business Hour : 12.00pm to 10.00pm ; Friday & Saturday 12.00pm to 12.00am
Rest day : Monday 
Updated 18/5/2022


",12.00pm to 10.00pm ; Friday & Saturday 12.00pm to 12.00am
"Business Hour : 11.00am to 2.00pm , 5.30pm to 8.00pm
Rest day : Monday
Updated 22/4/2022


","11.00am to 2.00pm , 5.30pm to 8.00pm"
"Business Hour : 8.00am to 2.00pm, 5.30pm to 7.30pm ; 1st & 15th of lunar month & the day before 1st & 15th of lunar month 7.30am to 2.00pm 
Rest day : Friday Updated 20/4/2022","8.00am to 2.00pm, 5.30pm to 7.30pm ; 1st & 15th of lunar month & the day before 1st & 15th of lunar month 7.30am to 2.00pm"
"Business Hour : 7.00am to 3.00pm 
Open daily 
Updated 14/4/2022",7.00am to 3.00pm
"Business Hour : 9.00am to 2.00pm, 5.00pm to 9.00pm
Rest day :  alternate Thursday
Updated 14/7/2022","9.00am to 2.00pm, 5.00pm to 9.00pm"
"Business Hour : 9.00am to 8.30pm
Open daily 
Updated 23/4/2022",9.00am to 8.30pm
"Business Hour : 5.00pm to 9.00pm Rest day : Monday (including 1st & 15th of lunar month) 
Updated 2/4/2022",5.00pm to 9.00pm
"Business Hour : 6.00am to 1.00pm
Open daily 
Updated 2/9/2022",6.00am to 1.00pm
Business Hour : 3.00pm to 9.00pm Rest day : Sunday & Monday Updated 26/5/2022,3.00pm to 9.00pm
"Business Hour : 8.30am to 7.30pm
Rest day : alternate Monday
Updated 28/5/2022",8.30am to 7.30pm
"Business Hour :7.00am to 3.00pm
Rest day : Thursday 
Updated 31/3/2022",
"Business Hour : 7.30am to 3.00pm 
Rest day : Thursday (if 1st & 15th of lunar month fall on Thursday , next day will be their rest day)
Updated 19/7/2022

",7.30am to 3.00pm
"Business Hour : 7.00am to 2.00pm 
Rest day : alternate Thursday
Updated 14/4/2022",7.00am to 2.00pm
"Business Hour : 9.00am to 2.30pm , 5.00pm to 7.30pm ；weekends 9.00am to 2.30pm , 5.00pm to 8.00pm 
Rest day : Thursday
Updated 12/4/2022","9.00am to 2.30pm , 5.00pm to 7.30pm ；weekends 9.00am to 2.30pm , 5.00pm to 8.00pm"
"Business Hour : 10.30am to 2.30pm, 5.00pm to 9.00pm Rest day : Monday  
Updated 24/5/2022
","10.30am to 2.30pm, 5.00pm to 9.00pm"
"Business Hour : 12.00pm to 8.00pm
Rest day : Wednesday
Updated 7/9/2022",12.00pm to 8.00pm
"Business Hour : 9.30am to 2.00pm 
Rest day : weekends & Public Holidays 
Updated 3/1/2022",9.30am to 2.00pm
"Business Hour : 10.30am to 4.00pm , 5.00pm to 9.30pm
Open daily
Updated 30/4/2022","10.30am to 4.00pm , 5.00pm to 9.30pm"
"Business Hour : 7.00am to 2.00pm 
Rest day : Sunday 
Updated 4/7/2022",7.00am to 2.00pm
"Business Hour : 11.00am to 2.45pm , 6.00pm to 9.30pm Open daily 
Updated 14/4/2022
","11.00am to 2.45pm , 6.00pm to 9.30pm"
"Business Hour : 10.30am to 9.30pm
Open daily
Updated 14/4/2022",10.30am to 9.30pm
"Business Hour : 6.30am to 2.00pm
Rest day : Sunday 
Updated 29/3/2022


",6.30am to 2.00pm
"Business Hour : 7.00am to 10.00am Rest day : Monday, Tuesday and 2nd & 16th of lunar month.
Updated 21/5/2022",7.00am to 10.00am
"Business Hour : 5.30am to 11.00am 
Rest day : Wednesday
Updated 20/4/2022",5.30am to 11.00am
"Business Hour : 7.00am to 2.30pm
Rest day : Monday 
Updated 13/4/2022",7.00am to 2.30pm
"Business Hour : 8.00am to 3.00pm
Rest day : alternate Tuesday 
Updated 14/8/2022",8.00am to 3.00pm
"Business Hour : 10.00am to 6.00pm ; Saturday 10.00am to 4.00pm
Rest day : Sunday 
Updated 5/4/2022",10.00am to 6.00pm ; Saturday 10.00am to 4.00pm
"Business Hour : 5.00am to 10.00pm  
Open daily 
Updated 24/5/2022",5.00am to 10.00pm
"Business Hour : 7.00am to 2.00pm
Rest day : Wednesday (if 1st & 15th lunar month fall on Wednesday , next day will be their rest day)
Updated 27/5/2022",7.00am to 2.00pm
"Business Hour : 7.30am to 5.00pm 
Rest day : Sunday 
Updated 20/5/2022	",7.30am to 5.00pm
"Business Hour : 7.30am to 2.00pm 
Rest day : Tuesday 
Updated 1/6/2022",7.30am to 2.00pm
"Business Hour : 12.00pm to 8.30pm
Rest day : Friday
Updated 17/4/2022",12.00pm to 8.30pm
"Business Hour : 8.30am to 8.00pm ; Sunday 8.30am to 3.00pm 
Rest day : Monday ( if 1st & 15th of lunar month fall on Monday , next day will be their rest day)
Updated 21/4/2022
",8.30am to 8.00pm ; Sunday 8.30am to 3.00pm
"Business Hour : 7.30am to 1.45pm Rest day : Monday (including 1st & 15th of lunar month) 
Updated 17/5/2022",7.30am to 1.45pm
"Business Hour : 6.30am to 10.00pm
Rest day : Monday  
Updated 22/8/2022",6.30am to 10.00pm
"Business Hour : 9.00am to 2.30pm ; 1st & 15th of lunar month 7.00am to 2.30pm
Rest day : Monday (If 1st & 15th of lunar month fall on Monday, next day will be their rest day.)
Updated 27/5/2022",9.00am to 2.30pm ; 1st & 15th of lunar month 7.00am to 2.30pm
Business Hour : 7.00am to 2.30pm ; 1st & 15th of lunar month 6.00am to 2.30pm Rest day : Monday (Tuesday close if 1st & 15th of lunar month fall on Monday)  Updated 18/4/2022,7.00am to 2.30pm ; 1st & 15th of lunar month 6.00am to 2.30pm
"Business Hour : 7.00am to 2.00pm
Rest day : Sunday
Updated 21/5/2022",7.00am to 2.00pm
"Business Hour : 6.30am to 3.30pm  
Rest day : Weekend & Public Holidays 
Updated 18/4/2022",6.30am to 3.30pm
"Business Hour : 5.00pm to 9.00pm 
Rest day : Monday & Tuesday 
Updated 9/2/2022",5.00pm to 9.00pm
"Business Hour : 10.00am to 10.00pm
Open daily
Updated 30/4/2022",10.00am to 10.00pm
"Business Hour : 10.00am to 8.00pm ; Sunday 12.00pm to 8.00pm 
Rest day : 1st week Sunday of the month 
Updated 30/4/2022",10.00am to 8.00pm ; Sunday 12.00pm to 8.00pm
"Business Hour : 11.00am to 10.00pm
Open daily
Updated 4/5/2022
",11.00am to 10.00pm
"Business Hour : only open on Thursday & Saturday 7.30am to 10.00am 
Updated 18/5/2022	",
"Business Hour : 7.00am to 1.00pm Rest day : Saturday, Sunday & Public holidays (If 1st & 15th of lunar month fall on Saturday & Sunday, next day will be their rest day.) 
Updated 22/5/2022",7.00am to 1.00pm
"Business Hour : only open on Thursday & Saturday 6.00am to 10.00am
Updated 18/5/2022",
"Business Hour: 10.30am to 2.00pm 
Rest day: weekends & Public Holidays 
Updated 13/4/2022",
"Business Hour : 7.00am to 2.30pm 
Rest day : Tuesday (if 1st & 15th of lunar month fall on Tuesday , next day will be their rest day )
Updated 16/4/2022",7.00am to 2.30pm
"Business Hour : 7.30am to 2.00pm ， 5.00pm to 9.00pm
Rest day : 2nd & 16th of lunar month 
Updated 14/4/2022",7.30am to 2.00pm ， 5.00pm to 9.00pm
"Business Hour : 6.30am to 1.00pm ; Sunday 6.30am to 11.30am
Open daily
Updated 20/5/2022	",6.30am to 1.00pm ; Sunday 6.30am to 11.30am
"Business Hour : 7.00am to 3.00pm 
Rest day : Tuesday
Updated 19/4/2022",7.00am to 3.00pm
"Business Hour : 7.00am to 11.00am
Open daily
Updated 18/4/2022 
",7.00am to 11.00am
"Business Hour : 6.00am to 2.00pm
Rest day : Sunday  
Updated 1/9/2022",6.00am to 2.00pm
"Business Hour :  9.30am to 3.30pm
Rest day :  Sunday 
Updated 20/5/2022",9.30am to 3.30pm
"Business Hour : 7.30am to 1.00pm
Rest day : alternate Monday 
Updated 26/5/2022",7.30am to 1.00pm
"Business Hour : only open on weekends 11.00am to 2.00pm
Rest day : Wednesday (except Public Holidays)
Updated 25/7/2022",only open on weekends 11.00am to 2.00pm
"Business Hour : 11.00am to 8.30pm ; Friday & Saturday 11.00am to 9.00pm
Rest day : Tuesday
Updated 9/4/2022

",11.00am to 8.30pm ; Friday & Saturday 11.00am to 9.00pm
"Business Hour : 11.00am to 6.30pm 
Rest day : Wednesday (including 1st & 15th of lunar month)
Updated 22/5/2022",11.00am to 6.30pm
"Business Hour : 10.00am to 2.00pm 
Rest day : Sunday 
Updated 18/5/2022",10.00am to 2.00pm
"Business Hour : 8.00am to 2.00pm
Open daily
Updated 17/5/2022",8.00am to 2.00pm
"Business Hour : 8.00am to 3.00pm, 5.30pm to 9.30pm ; 1st & 15th of lunar month 8.00am to 9.30pm Rest day : 2nd & 16th of lunar month 
Updated 18/5/2022","8.00am to 3.00pm, 5.30pm to 9.30pm ; 1st & 15th of lunar month 8.00am to 9.30pm"
"Business Hour : 7.00am to 1.30pm
Rest day : alternate Sunday 
Updated 9/4/2022",7.00am to 1.30pm
"Business Hour : 8.30am to 2.00pm ; 1st & 15th of lunar month 6.30am to 1.00pm 
Rest day : alternate Monday
Updated 2/4/2022",8.30am to 2.00pm ; 1st & 15th of lunar month 6.30am to 1.00pm
"Business Hour : 10.00am to 2.30pm , 5.00pm to 9.30pm
Rest day : Wednesday 
Updated 12/4/2022","10.00am to 2.30pm , 5.00pm to 9.30pm"
"Business Hour : 6.30am to 1.30pm 
Rest day : Saturday
Updated 8/6/2022",6.30am to 1.30pm
"Business Hour : 7.00am to 2.00pm 
Rest day : Monday, 2nd & 16th of lunar month 
Updated 17/4/2022",7.00am to 2.00pm
"Business Hour : 6.00am to 10.30am 
Rest day : Sunday
Updated 21/4/2022",6.00am to 10.30am
"Business Hour : 10.30am to 9.30pm 
Rest day : Sunday, Monday & Thursday  


Updated 27/5/2022",10.30am to 9.30pm
"Business Hour : 7.30am to 2.00pm Rest day : Friday 
Updated 11/4/2022",7.30am to 2.00pm
"Business Hour : 7.00am to 2.00pm 
Rest day : Saturday
Updated 16/4/2022",7.00am to 2.00pm
"Business Hour : 11.00am to 3.00pm
Rest day : weekends & Public Holidays 
Updated 20/5/2022",11.00am to 3.00pm
"Business Hour : 8.00am to 2.00pm , 5.00pm to 8.30pm 
Rest day : Sunday (Morning)  
Updated 20/5/2022","8.00am to 2.00pm , 5.00pm to 8.30pm"
"Business Hour : 6.30am to 2.00pm , 5.00pm to 9.00pm Rest day : Thursday Updated 8/3/2022","6.30am to 2.00pm , 5.00pm to 9.00pm"
"Business Hour : 7.00am to 3.00pm
Rest day : Thursday & Friday 
Updated 4/9/2022
",7.00am to 3.00pm
"Business Hour : 8.30am to 2.30pm ; Weekends , 1st & 15th of lunar month 8.30am to 3.00pm , 5.00pm to 8.30pm 
Rest day : Monday (if 1st & 15th of lunar month fall on Monday, next day will be their rest day） 
Updated 14/4/2022


","8.30am to 2.30pm ; Weekends , 1st & 15th of lunar month 8.30am to 3.00pm , 5.00pm to 8.30pm"
"Business Hour : 6.45am to 10.30am 
Rest day : Wednesday & Sunday
Updated 23/5/2022",6.45am to 10.30am
"Business Hour : 6.00am to 1.30pm 
Rest day : alternate 
Friday 
Updated 9/4/2022",6.00am to 1.30pm
"Business Hour : 12.00pm to 9.00pm
Rest day : Tuesday  Updated 8/4/2022",12.00pm to 9.00pm
"Business Hour : 6.00am to 2.00pm
Rest day : uncertain
Updated 21/5/2022",6.00am to 2.00pm
